"engl","spa"
"Nobody hugged Tom.","Nadie abrazó a Tom."
"Nobody is perfect.","Nadie es perfecto."
"Nobody is perfect.","Nadie es infalible."
"Nobody knows this.","Nadie lo sabe."
"Nobody likes rats.","A nadie le gustan las ratas."
"Nobody likes rats.","Las ratas no le gustan a nadie."
"Nobody lives here.","Nadie vive aquí."
"Nobody lives here.","Aquí no vive nadie."
"Nobody volunteers.","Nadie se ofrece voluntario."
"Nobody went there.","Nadie fue ahí."
"Nobody's laughing.","Nadie se está riendo."
"Nobody's seen Tom.","Nadie ha visto a Tom."
"Nothing had moved.","Nada se ha movido."
"Nothing was wrong.","Nada estuvo mal."
"Nothing was wrong.","Nada estaba mal."
"Nothing will help.","Nada va a ayudar."
"Nothing's working.","No funciona nada."
"Now I feel guilty.","Ahora me siento culpable."
"Now it's up to me.","Ahora depende de mí."
"Now it's up to me.","Ahora me corresponde a mí."
"Now pay attention.","Ahora pon atención."
"Now we're talking.","Ahora estamos hablando."
"Now what do we do?","¿Y ahora qué hacemos?"
"OK, see you later.","Bueno, hasta luego."
"Once more, please.","Una vez más, por favor."
"Opposites attract.","Los opuestos se atraen."
"Our boat capsized.","Nuestra barca volcó."
"Our boat capsized.","Nuestro bote zozobró."
"Our money ran out.","Se nos acabó el dinero."
"Pay what you want.","Paga lo que tu quieras."
"People are stupid.","La gente es estúpida."
"Please be patient.","Por favor tené paciencia."
"Please be patient.","Por favor tenga paciencia."
"Please be patient.","Por favor ten paciencia."
"Please call again.","Por favor, llame de nuevo."
"Please come again.","Por favor, ven de nuevo."
"Please come again.","Por favor, ven otra vez."
"Please don't stop.","Por favor, no pares."
"Please don't talk.","No hables, por favor."
"Please explain it.","Explícamelo."
"Please explain it.","Explícate."
"Please explain it.","¿Puedes explicarte?"
"Please forgive me.","Por favor, perdóname."
"Please forgive me.","Perdóneme, por favor."
"Please forgive me.","Debe perdonarme."
"Please let me pay.","Por favor, déjame pagar."
"Please reconsider.","Reconsidera tu postura."
"Please turn it on.","Por favor, enciéndelo."
"Please wait a bit.","Por favor, espera un poquito."
"Please wrap it up.","Envuélvalo, por favor."
"Plug up that leak.","Tapa esa gotera."
"Plug up that leak.","Tapad esa gotera."
"Plug up that leak.","Tape esa gotera."
"Plug up that leak.","Tapen esa gotera."
"Poets write poems.","Los poetas escriben poemas."
"Pretend you're me.","Hazte pasar por mí."
"Prices are rising.","Los precios están subiendo."
"Put it on my desk.","Ponelo en mi escritorio."
"Put it over there.","Póngalo allí."
"Put on your shoes.","Ponte tus zapatos."
"Put out the light.","Apaga la luz."
"Put out the light.","Apague la luz."
"Put your gun down.","Baja tu arma."
"Put your gun down.","Baja el arma."
"Put your hands up!","¡Arriba las manos!"
"Put your shoes on.","Ponte tus zapatos."
"Quit bothering me.","Para de molestarme."
"Quit your whining.","Deja de quejarte."
"Read it once more.","Léalo otra vez."
"Roses have thorns.","Las rosas tienen espinas."
"Rugs absorb sound.","Las alfombras absorben el sonido."
"Say it in English.","Dilo en inglés."
"Say it in English.","Dígalo en inglés."
"Say it in English.","Decidlo en inglés."
"Say it in English.","Díganlo en inglés."
"Say it to my face.","Dímelo a la cara."
"Say what you want.","Di lo que quieras."
"Screw it in tight.","Atorníllalo firmemente."
"See you in Boston.","Te veré en Boston."
"See you next week!","¡Hasta la próxima semana!"
"See you next week.","Te veo la próxima semana."
"See you next week.","Te veo la semana que viene."
"See you on Monday.","Nos vemos el lunes."
"Send it to me now.","Envíamelo ahora."
"Send it to me now.","Mándamelo ahora."
"She ate one apple.","Comió una manzana."
"She became famous.","Se volvió famosa."
"She began to sing.","Ella empezó a cantar."
"She began to sing.","Ella debutó."
"She can handle it.","Ella puede manejarlo."
"She can jump high.","Ella puede saltar alto."
"She can't do that.","No puede hacerlo."
"She cooks for him.","Ella cocina para él."
"She decided to go.","Ella decidió ir."
"She did come here.","Ella sí vino aquí."
"She did it easily.","Ella lo hizo con facilidad."
"She didn't answer.","Ella no respondió."
"She didn't answer.","No respondió."
"She didn't go far.","Ella no fue lejos."
"She died of shock.","Ella murió del shock."
"She drives me mad.","Ella me vuelve loco."
"She got him drunk.","Ella le emborrachó."
"She has a bicycle.","Ella tiene una bicicleta."
"She has a bicycle.","Tiene una bicicleta."
"She has a picture.","Ella tiene una fotografía."
"She has blue eyes.","Ella tiene los ojos azules."
"She has long hair.","Ella tiene el pelo largo."
"She has long hair.","Tiene el pelo largo."
"She has long hair.","Ella tiene el cabello largo."
"She has long hair.","Tiene pelo largo."
"She has nice legs.","Tiene buenas piernas."
"She has no figure.","No tiene figura."
"She has no figure.","No tiene tipo."
"She has no figure.","No tiene planta."
"She hates carrots.","Ella odia las zanahorias."
"She hates running.","Ella odia correr."
"She heard him cry.","Le oyó llorar."
"She is aggressive.","Ella es agresiva."
"She is attractive.","Es atractiva."
"She is her friend.","Ella es su amiga."
"She is his friend.","Ella es su amiga."
"She is not up yet.","Ella no se ha levantado todavía."
"She is thirty-one.","Ella tiene 31 años."
"She isn't married.","Ella no está casada."
"She isn't running.","Ella no está corriendo."
"She keeps secrets.","Ella guarda los secretos."
"She left the room.","Ella dejó la habitación."
"She likes oranges.","Le gustan las naranjas."
"She likes to sing.","Le gusta cantar."
"She likes to sing.","A ella le gusta cantar."
"She looked around.","Ella miró alrededor."
"She looked lonely.","Ella lucía sola."
"She looks unhappy.","Ella parece desgraciada."
"She loves to fish.","Le encanta pescar."
"She made him rich.","Ella lo hizo rico."
"She made me hurry.","Ella me apresuró."
"She made me hurry.","Ella me hizo apurar."
"She made me smile.","Me hizo sonreír."
"She married young.","Ella se casó joven."
"She may be French.","Ella podría ser francesa."
"She must be angry.","Ella debe estar enfadada."
"She must be angry.","Ella debe estar enojada."
"She must go there.","Ella tiene que ir allí."
"She must go there.","Ella debe ir allí."
"She saw him smile.","Ella lo vio sonreír."
"She saw him smile.","Ella le vio sonreír."
"She seems excited.","Ella se ve emocionada."
"She smiled at him.","Ella le sonrió."
"She smiled at him.","Ella le sonrió a él."
"She speaks German.","Habla alemán."
"She speaks Polish.","Ella habla polaco."
"She speaks loudly.","Ella habla en voz alta."
"She spoke rapidly.","Ella habló rápido."
"She terrified her.","Ella la aterrorizaba."
"She terrified him.","Ella le aterroriza."
"She threw him out.","Ella lo echó a él."
"She tried to swim.","Ella intentó nadar."
"She tried to swim.","Ella trató de nadar."
"She was depressed.","Ella estaba deprimida."
"She went shopping.","Ella salió de compras."
"She went that way.","Ella se fue en esa dirección."
"She went that way.","Ella se fue por ese camino."
"She went that way.","Ella se fue para ese lado."
"She went upstairs.","Ella subió la escalera."
"She went with him.","Ella fue con él."
"She went with him.","Ella iba con él."
"She wept bitterly.","Lloró amargamente."
"She won't make it.","Ella no lo conseguirá."
"She's a bit naive.","Ella es un poco ingenua."
"She's a night owl.","Es un ave nocturna."
"She's a woman now.","Ahora es una mujer."
"She's but a child.","Sólo es una niña."
"She's but a child.","Ella es sólo una niña."
"She's fashionable.","Ella tiene estilo."
"She's from France.","Es de Francia."
"She's got a point.","Ella tiene un buen punto."
"She's hyperactive.","Ella es hiperactiva."
"She's not a child.","Ella no es una niña."
"She's not a child.","Ella no es niña."
"She's not a child.","No es una niña."
"She's not my type.","No es mi tipo."
"She's open-minded.","Ella tiene la mente abierta."
"She's our teacher.","Ella es nuestra profesora."
"She's stark naked.","Ella está completamente desnuda."
"She's still young.","Todavía es joven."
"She's turning red.","Ella se sonroja."
"She's unconscious.","Ella está inconsciente."
"She's unconscious.","Está inconsciente."
"She's very pretty.","Ella es muy guapa."
"She's very pretty.","Es muy guapa."
"Should I tell him?","¿Debería decírselo?"
"Show me that list.","Muéstrame esa lista."
"Show me the money.","Muéstrame el dinero."
"Show me the money.","Muéstreme el dinero."
"Show me the money.","Muéstrenme el dinero."
"Show me the money.","Mostrame el dinero."
"Show me the photo.","¡Enséñame la fotografía!"
"Shut up and do it.","Cállate y hazlo."
"Sign here, please.","Firme aquí, por favor."
"Sign here, please.","Firma aquí, por favor."
"Sign here, please.","Firmen aquí, por favor."
"Sign here, please.","Firmad aquí, por favor."
"Silence is golden.","En boca cerrada no entran moscas."
"Silence is golden.","El silencio es oro."
"Silence is golden.","El silencio vale oro."
"Silence is golden.","El silencio es un tesoro."
"So where were you?","¿Entonces dónde estabas?"
"Solve the problem.","Resuelva el problema."
"Solve the problem.","Resuelve el problema."
"Somebody answered.","Alguien respondió."
"Somebody has died.","Alguien ha muerto."
"Somebody's coming.","Viene alguien."
"Somebody's coming.","Alguien llega."
"Somebody's coming.","Alguien se acerca."
"Someone is coming.","Alguien viene."
"Someone's calling.","Alguien está llamando."
"Someone's outside.","Hay alguien afuera."
"Someone's singing.","Alguien está cantando."
"Someone's talking.","Alguien habla."
"Someone's talking.","Alguien está hablando."
"Someone's talking.","Hay alguien hablando."
"Someone's talking.","Alguien había."
"Something came up.","Algo surgió."
"Something changed.","Algo cambió."
"Sorry, my mistake.","Perdón, error mío."
"Sorry, my mistake.","Perdón, fallo mío."
"Speak more slowly.","Habla más despacio."
"Speak more slowly.","Hable más despacio."
"Spiders spin webs.","Las arañas tejen redes."
"Stay away from me.","No te me acerques."
"Stay away from me.","Mantente alejado de mí."
"Stay away from me.","Estate lejos de mí."
"Stay here with us.","Quédate aquí con nosotros."
"Stay here with us.","Quedaos aquí con nosotros."
"Stay here with us.","Quédense aquí con nosotros."
"Stay here with us.","Quédese aquí con nosotros."
"Stay here with us.","Quédese aquí con nosotras."
"Stay here with us.","Quédate aquí con nosotras."
"Stay here with us.","Quedaos aquí con nosotras."
"Stay here with us.","Quédense aquí con nosotras."
"Stay in your room.","Quédate en tu habitación."
"Stay with us here.","Quédate aquí con nosotras."
"Stealing is wrong.","Robar es malo."
"Stop being stupid.","Deja de ser estúpido."
"Stop bothering me!","¡Deja de molestarme!"
"Stop bothering me.","Dejate de joder."
"Stop overreacting.","Dejá de exagerar."
"TV's boring today.","Hoy, la televisión está fome."
"TV's boring today.","La televisión de hoy en día es un aburrimiento."
"Take Tom's advice.","Sigue el consejo de Tom."
"Take care of this.","Hazte cargo de esto."
"Take care of this.","Encárgate de esto."
"Take his car keys.","Toma las llaves de su auto."
"Take off your cap.","Quítate tu gorro."
"Take off your cap.","Quítate tu gorra."
"Take some aspirin.","Toma una aspirina."
"Take some aspirin.","Tómate una aspirina."
"Take the medicine.","Toma la medicina."
"Take this aspirin.","Tome esta aspirina."
"Take this or that.","Toma este o ese."
"Tell me about Tom.","Cuéntame de Tom."
"Tell me about Tom.","Cuénteme de Tom."
"Tell me the story.","Cuéntame la historia."
"Tell me the truth.","Dime la verdad."
"Tell me the truth.","Dígame la verdad."
"Tell me the truth.","Decidme la verdad."
"Tell me the truth.","Díganme la verdad."
"Tell me the truth.","Decime la verdad."
"Tell me your name.","Dime tu nombre."
"Tell us something.","Dinos algo."
"Tell us something.","Díganos algo."
"Tell us something.","Dígannos algo."
"Tell us the truth.","Dinos la verdad."
"Tell us the truth.","Cuéntanos la verdad."
"Termites eat wood.","Las termitas comen madera."
"Thanks for asking.","Gracias por preguntar."
"Thanks for asking.","Gracias por preguntarme."
"Thanks for coming.","Gracias por venir."
"Thanks for dinner.","Gracias por la cena."
"Thanks in advance.","Te agradezco de antemano."
"Thanks in advance.","Gracias en avance."
"Thanks in advance.","Gracias por adelantado."
"That always helps.","Eso siempre ayuda."
"That boy is smart.","Ese chico es inteligente."
"That can't be Tom.","Ese no puede ser Tom."
"That cat is brown.","Aquel gato es café."
"That doesn't help.","Eso no ayuda."
"That girl is Mary.","Esa chica es María."
"That house is big.","Aquella casa es grande."
"That is essential.","Eso es indispensable."
"That is essential.","Eso es esencial."
"That is essential.","Eso es fundamental."
"That is her house.","Esa es su casa."
"That is my school.","Ese es mi colegio."
"That is my school.","Esa es mi escuela."
"That is your book.","Es tu libro."
"That is your book.","Aquél es tu libro."
"That isn't French.","Eso no es francés."
"That isn't enough.","Eso no es suficiente."
"That knot's loose.","Ese nudo está flojo."
"That movie stinks!","Esa película apesta."
"That should do it.","Eso debería bastar."
"That sounds right.","Eso suena bien."
"That sounds right.","Eso me parece correcto."
"That sounds scary.","Eso suena aterrador."
"That was fabulous.","Eso fue fabuloso."
"That was our plan.","Este era nuestro plan."
"That was the idea.","Esa era la idea."
"That was the plan.","Ése era el plan."
"That was the plan.","Este era el plan."
"That wasn't funny.","No era gracioso."
"That wine is good.","Es un buen vino."
